%47 8 9 10 11
8-11:23 23_Sep_2013_marked_the_100th_anniversary_of_the_first_non-stop_flight_across_the_Mediterranean_Sea_by_which_aviator? Charles_Lindbergh Amelia_Earhart Manfred_Von_Richthofen Roland_Garros D GK
8-11:24 In_1954,_what_was_transplanted_in_Richard_Herrick_from_his_identical_twin_Ronald,_the_first_successful_instance_of_such_a_transplant? Cornea Kidney Bone_Marrow Heart_Valve B SCI
8-11:25 Who_was_the_first_Woman_Deputy_Chairman_of_the_Rajya_Sabha? Najma_Heptullah Pramila_Dandawate Pratibha_Patil Violet_Alva D POL
8-11:26 Who_was_the_leader_of_the_first_Indian_Antarctic_Expedition? Syed_Juhur_Kasim V_K_Raina Harsh_K_Gupta C_P_Vohra A HIS
8-11:27 Whose_biography_is_the_book_‘_Awara_Masiha’,_written_by_the_novelist_Vishnu_Prabhakar? Raj_Kapoor Sarat_Chandra_Chatterjee Surya_Tripathi_‘_Nirala’ Kishore_Kumar B LIT
8-11:28 Which_of_these_leaders_once_won_a_Lok_Sabha_seat_by_setting_a_world_record_margin_of_about_4,24,000? George_Fernandes Ram_Vilas_Paswan Chanrababu_Naidu Arjun_Singh B POL
8-11:29 A_vaccine_for_what_disease_was_first_administered_on_Joseph_Meister_in_1885? Measles Rabies Pneumonia Polio B SCI
8-11:30 The_hearing_organs_of_crickets_are_located_on_which_part_of_their_body? Head Abdomen Front_Legs Antennae C SCI
8-11:31 An_endangered_species_of_which_of_these_is_named_after_the_Indian_ornithologist_Salim_Ali? Bat Vulture Owl Parrot A GK
8-11:32 Which_of_these_posts_in_India_has_been_held_by_a_woman? Chief_Justice_of_India Chief_Election_Commisionar RBI_Governor CBI_Director B POL
8-11:33 According_to_the_Ramayana,_who_among_these_has_the_'vardaan'_of_being_able_to_choose_hos_own_death? Sugriva Bharata Dashrath Hanuman D MY
8-11:34 Soumyajit_Ghosh,_Achanta_Sharath_Kamal_and_Soumyadeep_Roy_all_have_been_national_Champions_in_which_sport? Table_Tennis Squash Tennis Badminton A SPO
8-11:35 Who_was_the_captain_of_Indian_Cricket_team_in_its_first_T20_International? MS_Dhoni Saurav_Ganguly Virendar_Sehwag Rahul_Dravid C SPO
8-11:36 Which_of_these_is_not_a_weapon_of_Lord_Vishnu? Nandaka Sudarshan_Chakra Pashupata Kaumodaki C MY
8-11:37 Which_is_the_southernmost_active_volcano_in_the_world? Mt._Etna Mt._Erebus Mt._Yasur Mt._Bromo B GEO
8-11:38 'Sansad_Mein_teen_Dashak'_is_a_collection_of_speeches_by_which_politician? Pranab_Mukherjee Yashwant_Sinha Atal_Bihari_Vajpayee Somnath_Chatterjee C LIT
8-11:39 Which_Nobel_Laureate’s_collection_of_writings_was_published_as_‘Freedom_from_Fear’? Liu_Xiaobo Martin_Luther_King_Jr. Nelson_Mandela Aung_San_Suu_Kyi D GK
8-11:40 Which_of_these_former_French_territories_in_India_lies_on_the_Malabar_Coast? Mahe Karaikal Yanam Chandernagore A GEO
8-11:41 According_to_a_legend,_which_place_was_created_when_Parashurama_flung_his_axe_into_the_sea? Goa Kerala Orissa Andaman B MY
8-11:42 In_Salman_Rushdie’s_novel_‘Midnight’s_Children’,_at_the_midnight_hour_at_the_start_of_which_day_was_the_protagonist,_Saleem_Sinai_born? October_2 January_26 August_15 December_25 C LIT
8-11:43 Which_of_these_Indian_Companies_owes_its_origins_to_a_firm_co-founded_by_Malik_Ghulam_Mohammed,_the_first_Finance_Minister_of_Pakistan? Wipro Bombay_Dyeing Mahindra_&_Mahindra ACC C HIS
8-11:44 In_October_2013,_which_actress_was_honored_by_the_British_House_of_Commons? Vidya_Balan Madhuri_Dixit Kareena_Kapoor Kajol C ENT
8-11:45 Who_is_the_first_Indian_Woman_to_conquer_the_highest_peak_of_all_seven_continent? Bachendri_Pal Santosh_Yadav Premlata_Agrawal Sucheta_Kandethankar C GK
8-11:46 In_Which_theatre_was_‘Raja_Harishchandra’_,_India’s_first_feature_film,_commercially_released_on_3rd_May_1903? Coronation_Cinematograph Olympia_theatre Maratha_Mandir Edward_Theatre A ENT
8-11:47 Who_presented_the_National_flag_to_the_constituent_Assembly_on_14_August_1947_on_behalf_of_the_Women_of_India? Sarojini_Naidu Vijay_Laxmi_Pandit Laxmi_Sehgal Hansa_Mehta D HIS
