%39 1 2
3-5:61 28_Aug_2013_marked_the_50th_anniversary_of_the_historic_‘I_have_a_dream’_speech_of_which_leader? John_F._Kennedy Dwight_Eisenhower Winston_Churchill Martin_Luther_King D HIS
3-5:62 Which_of_these_is_the_name_of_a_city_in_Afghanistan? Taimur Abdali Changez Ghazni D GEO
3-5:63 ‘Letters_from_a_Father_to_His_Daughter’_is_a_collection_of_30_letters_written_by_a_father_to_whom? Meira_Kumar Benazir_Bhutto Indira_Gandhi Nayantara_Sehgal C HIS
3-5:64 Who_is_the_author_of_the_books,_‘Meluha_ke_Mrityunjay’,_‘_Nagayo_ka_Rahasya’_and_‘_Vayuputron_ki_Shapath’? Amitav_Ghosh Chetan_Bhagat Amish_Tripathi Arvind_Adiga C LIT
3-5:65 Which_of_these_words_means_a_‘grocer’? Birla Modi Mafatlal Wadia C MISC
3-5:66 Which_of_these_is_the_name_of_a_district_in_Madhya_Pradesh? Sagar Samudra Mahasagar Jhil A GEO
3-5:67 'Playing_to_win:_My_Life…._On_and_Off_Court’_is_an_autobiography_of_which_sports_star? Leander_Paes Saina_Nehwal Sania_Mirza Prakash_Padukone B LIT
3-5:68 Which_tree_do_Hindu_women_generally_worship_on_the_day_of_the_Vat_Savitri_Vrata? Peepal Kela Bargad Bel C MISC
3-5:69 In_India,_14_september_is_annually_celebrated_as_what? Sanskrit_Diwas Antariksha_Diwas Saksharta_Diwas Hindi_Diwas D GK
3-5:70 Out_of_these,_which_God_is_also_known_as_"Umasuth"? Lambodar Kanhayaha Bajrangbali Bholenath C MY
3-5:71 Which_of_these_politicians_was_the_Rajmata_of_Gwalior? Gayatri_Devi Rajkumari_Amrit_Kaur Vijayaraje_Scindia Krishna_Kumari C POL
3-5:72 What_is_the_state_tree_of_Chhattisgarh_and_Jharkhand_? Shisham Mango Sal Ashoka C GK
3-5:73 Which_Greek_philosopher_tutored_Alexander_the_Great_in_the_Childhood? Pythagoras Aristotle Socrates Plato B HIS
3-5:74 Who_did_Gopal_Krishna_Gokhale_and_later_Sarojini_Naidu_call_“The_Best_Ambassador_of_Hindu_Muslim_unity”? Sir_Syed_Ahmed_Khan Muhammad_Iqbal Muhammed_Ali_Jinnah Hakim_Ajmal_Khan C HIS
3-5:75 If_your_date_of_Birth_is_the_1st_of_December,_then_what_will_be_your_zodiac_sign? Sagittarius Taurus Scorpio Aquarius A MISC
3-5:76 Which_of_these_states_does_not_have_a_legislative_council? Jammu_&_Kashmir Uttar_Pradesh Maharashtra Madhya_Pradesh D POL
3-5:77 Which_scholar_started_the_Mohammedan_Anglo_Oriental_College_which_later_became_the_Aligarh_Muslim_University_? Syed_Ahmad_Khan Muhammad_Iqbal Maulana_Mohomed_Ali Dr_Zakir_Hussain A HIS
3-5:78 What_was_the_first_Grand_Slam_tennis_title_won_by_Sania_Mirza? US_Open Australian_Open Wimbledon French_Open B SPO
%47 8 9 10 11
8-11:1 Which_of_these_leaders_was_a_recipient_of_a_gallantry_award_in_1987_by_a_state_government_for_saving_two_girls_from_drowning? Mamata_Banerjee Anandiben_Patel Vasundhara_Raje_Scindia Uma_Bharti B POL
8-11:2 The_wife_of_which_of_these_famous_sportspersons_was_once_captain_of_Indian_volleyball_team? KD_Jadav Milkha_Singh Dhyan_Chand Prakash_Padukone B SPO
8-11:3 Which_of_the_following_players_has_not_won_the_FIFA_Player_of_the_Year_title? Zinedine_Zidane Roberto_Baggio David_Beckham Marco_van_Basten C SPO
8-11:4 Who_was_the_manager_of_Manchester_United_when_the_Munich_Air_Disaster_took_place? Sir_Alex_Ferguson Sir_Matt_Busby Ron_Atkinson Jimmy_Murphy B SPO
8-11:5 Effective_from_May,_2014,_the_Europian_Union_imposed_a_temporary_ban_on_the_import_of_which_of_these_fruits_from_India? Banana Litchi Mango Pineapple C MISC
8-11:6 Where_did_Homi_Jehangir_Bhaba,the_principal_architect_of_India’s_nuclear_program,_die_in_a_plane_crash? Mont_Blanc Monte_Rosa Mount_Ararat Mount_Elbrus A HIS
8-11:7 Which_queen_did_Draupadi,_the_wife_of_the_Pandavas,_serve_in_the_guise_of_Saiandhri_for_one_year? Sanjana Satyavati Satyabhama Sudheshna D MY
8-11:8 Which_newspaper_once_kept_its_editorial_cloumn_blank_as_a_mark_of_protest_against_the_emergency_of_1975? Hindustan_Times The_Indian_Express The_Hindu The_Times_of_India B HIS
8-11:9 What_discovery_in_1823_is_credited_to_the_British_official_Robert_Bruce? Oil Tea Murga_Silk Jute B HIS
8-11:10 In_the_Mahabharata,_who_among_these_was_the_uncle_of_Ghototkach? Barbarika Jarashandha Hidimb Shikhandi C MY
8-11:11 Which_of_these_asuras_had_a_boon_that_only_a_son_of_Shiva_could_kill_him? Tarakasura Sunda Bhasmasura Mahabali A MY
8-11:12 Ruksar_Khatoon_is_the_final_documented_case_of_which_disease_in_India? Polio Small_Pox Hepatitis_A Measles A GK
8-11:13 With_whom_did_legendary_actress_and_dancee_Zohra_Sehgal_start_her_dance_career? Lacchu_Maharaj Shambhu_Maharaj Uday_Shankar Kelucharan_Mahapatra C ENT
8-11:14 By_what_name_do_we_know_the_guidelines_issued_by_the_supreme_court_of_India_to_deal_with_sexual_harassment? Shalini_guidelines SITA_guidelines WE_guidelines Vishakha_guidelines D POL
8-11:15 Which_of_these_advocates_has_held_the_post_of_solicitor_general_in_India? Mahesh_Jethmalani Abhishek_Singhvi Prashant_Bhushan Gopal_Subramanium D GK
8-11:16 Who_was_the_first_child_in_the_world_to_be_born_via_the_In_Vitro_Fertilization_or_IVF_method? Elizabeth_Carr Hilary_Koprowski Licia_Zarata Louise_Brown D SCI
8-11:17 In_which_of_these_states_have_both_father_and_daughter_served_as_chief_minister? Goa Assam Jammu_and_Kashmir Punjab A POL
8-11:18 Who_is_the_only_tennis_player_to_win_all_four_Grand_Slams_and_an_Olympics_Gold_in_the_same_year? Serena_Williams Pete_Sampras Steffi_Graf Roger_Federer C SPO
8-11:19 Which_historical_character_was_played_by_Hema_Malini_in_a_1983_film_by_Kamal_Amrohi? Razia_Sultan Rani_Lakshmi_Bai Noor_Jahan Mumtaz_Mahal A ENT
8-11:20 Guru_Shikhar_peak_is_the_highest_peak_of_which_mountain_range? Vindhya Satpura Nilgiri Aravali D GEO
8-11:21 Which_traveller’s_last_journey_was_to_the_kingdom_of_Mali? Fa_Hien Ibn_Batuta Megasthenes Marco_Polo B HIS
8-11:22 Who_was_the_first_bowler_to_take_a_hat-trick_in_T20_internationals? Saeed_Ajmal Lasith_Malinga Daryl_Tuffey Brett_Lee D SPO
8-11:23 23_Sep_2013_marked_the_100th_anniversary_of_the_first_non-stop_flight_across_the_Mediterranean_Sea_by_which_aviator? Charles_Lindbergh Amelia_Earhart Manfred_Von_Richthofen Roland_Garros D GK
8-11:24 In_1954,_what_was_transplanted_in_Richard_Herrick_from_his_identical_twin_Ronald,_the_first_successful_instance_of_such_a_transplant? Cornea Kidney Bone_Marrow Heart_Valve B SCI
8-11:25 Who_was_the_first_Woman_Deputy_Chairman_of_the_Rajya_Sabha? Najma_Heptullah Pramila_Dandawate Pratibha_Patil Violet_Alva D POL
8-11:26 Who_was_the_leader_of_the_first_Indian_Antarctic_Expedition? Syed_Juhur_Kasim V_K_Raina Harsh_K_Gupta C_P_Vohra A HIS
8-11:27 Whose_biography_is_the_book_‘_Awara_Masiha’,_written_by_the_novelist_Vishnu_Prabhakar? Raj_Kapoor Sarat_Chandra_Chatterjee Surya_Tripathi_‘_Nirala’ Kishore_Kumar B LIT
8-11:28 Which_of_these_leaders_once_won_a_Lok_Sabha_seat_by_setting_a_world_record_margin_of_about_4,24,000? George_Fernandes Ram_Vilas_Paswan Chanrababu_Naidu Arjun_Singh B POL
8-11:29 A_vaccine_for_what_disease_was_first_administered_on_Joseph_Meister_in_1885? Measles Rabies Pneumonia Polio B SCI
8-11:30 The_hearing_organs_of_crickets_are_located_on_which_part_of_their_body? Head Abdomen Front_Legs Antennae C SCI
8-11:31 An_endangered_species_of_which_of_these_is_named_after_the_Indian_ornithologist_Salim_Ali? Bat Vulture Owl Parrot A GK
8-11:32 Which_of_these_posts_in_India_has_been_held_by_a_woman? Chief_Justice_of_India Chief_Election_Commisionar RBI_Governor CBI_Director B POL
8-11:33 According_to_the_Ramayana,_who_among_these_has_the_'vardaan'_of_being_able_to_choose_hos_own_death? Sugriva Bharata Dashrath Hanuman D MY
8-11:34 Soumyajit_Ghosh,_Achanta_Sharath_Kamal_and_Soumyadeep_Roy_all_have_been_national_Champions_in_which_sport? Table_Tennis Squash Tennis Badminton A SPO
8-11:35 Who_was_the_captain_of_Indian_Cricket_team_in_its_first_T20_International? MS_Dhoni Saurav_Ganguly Virendar_Sehwag Rahul_Dravid C SPO
8-11:36 Which_of_these_is_not_a_weapon_of_Lord_Vishnu? Nandaka Sudarshan_Chakra Pashupata Kaumodaki C MY
8-11:37 Which_is_the_southernmost_active_volcano_in_the_world? Mt._Etna Mt._Erebus Mt._Yasur Mt._Bromo B GEO
8-11:38 'Sansad_Mein_teen_Dashak'_is_a_collection_of_speeches_by_which_politician? Pranab_Mukherjee Yashwant_Sinha Atal_Bihari_Vajpayee Somnath_Chatterjee C LIT
8-11:39 Which_Nobel_Laureate’s_collection_of_writings_was_published_as_‘Freedom_from_Fear’? Liu_Xiaobo Martin_Luther_King_Jr. Nelson_Mandela Aung_San_Suu_Kyi D GK
8-11:40 Which_of_these_former_French_territories_in_India_lies_on_the_Malabar_Coast? Mahe Karaikal Yanam Chandernagore A GEO
8-11:41 According_to_a_legend,_which_place_was_created_when_Parashurama_flung_his_axe_into_the_sea? Goa Kerala Orissa Andaman B MY
8-11:42 In_Salman_Rushdie’s_novel_‘Midnight’s_Children’,_at_the_midnight_hour_at_the_start_of_which_day_was_the_protagonist,_Saleem_Sinai_born? October_2 January_26 August_15 December_25 C LIT
8-11:43 Which_of_these_Indian_Companies_owes_its_origins_to_a_firm_co-founded_by_Malik_Ghulam_Mohammed,_the_first_Finance_Minister_of_Pakistan? Wipro Bombay_Dyeing Mahindra_&_Mahindra ACC C HIS
8-11:44 In_October_2013,_which_actress_was_honored_by_the_British_House_of_Commons? Vidya_Balan Madhuri_Dixit Kareena_Kapoor Kajol C ENT
8-11:45 Who_is_the_first_Indian_Woman_to_conquer_the_highest_peak_of_all_seven_continent? Bachendri_Pal Santosh_Yadav Premlata_Agrawal Sucheta_Kandethankar C GK
8-11:46 In_Which_theatre_was_‘Raja_Harishchandra’_,_India’s_first_feature_film,_commercially_released_on_3rd_May_1903? Coronation_Cinematograph Olympia_theatre Maratha_Mandir Edward_Theatre A ENT
8-11:47 Who_presented_the_National_flag_to_the_constituent_Assembly_on_14_August_1947_on_behalf_of_the_Women_of_India? Sarojini_Naidu Vijay_Laxmi_Pandit Laxmi_Sehgal Hansa_Mehta D HIS
